レコード番号,案件管理CD(自動採番),会計CD,ブランド名,ブランド名(その他),物件名称,物件名称（カナ）,【PS】物件No,郵便番号,地図表示用 所在地,緯度_代表点,経度_代表点,確認日_代表点,緯度_入口指定,経度_入口指定,確認日_入口指定,確認方法,入口座標フラグ,入口座標の郵便番号,入口座標の都道府県,入口座標の市区町村,入口座標の町域以降,入口座標の建物名,備考,都道府県,市区町村,町域,丁,番,号,複数の番地,建物および階,補足情報（今までの経緯や駐車場の入口に関する情報等）,所在地(謄本地番),丁,番,号,複数の番地,開設日,閉鎖日,四輪(時間貸),自動二輪(時間貸),自転車(時間貸),時間貸台数,四輪(月極),自動二輪(月極),自転車(月極),月極台数
4859,P1000303,1140561,Dﾊﾟｰｷﾝｸﾞ,,大丸PS第2,オオマルダイニ,HIR8400038,224-0061,神奈川県横浜市都筑区大丸7-3,,,,,,,,,,,,,,,神奈川県,横浜市都筑区,大丸7-3,,,,,,,神奈川県横浜市都筑区大丸7-3,,,,,2024/04/01,,15,0,0,15,0,,,0
4860,P1000304,1140562,Dﾊﾟｰｷﾝｸﾞ,,戸塚区品濃町PS第1,トツカクシナノマチピーエスダイイチ,HIR8400041,244-0801,神奈川県横浜市戸塚区品濃町500-6,,,,,,,,,,,,,,,神奈川県,横浜市戸塚区,品濃町500-6,,,,,,,神奈川県横浜市戸塚区品濃町500-6,,,,,2024/04/05,,16,3,0,19,9,,,9
4861,P1000307,1140565,Dﾊﾟｰｷﾝｸﾞ,,川和町駅前PS第2,カワワチョウエキマエピーエスダイニ,HIR8500008,224-0057,神奈川県横浜市都筑区川和町１４５９,,,,,,,,,,,,,,,神奈川県,横浜市都筑区,川和町１４５９,,,,,,,神奈川県横浜市都筑区川和町１４５９,,,,,2024/07/18,,13,6,0,19,0,,,0
4871,P1000326,1140584,Dﾊﾟｰｷﾝｸﾞ,,川崎紺屋町PS第1,カワサキコンヤマチピーエスダイイチイ,TOK8500142,212-0026,神奈川県川崎市幸区紺屋町２６－６　隣,,,,,,,,,,,,,,,神奈川県,川崎市幸区,紺屋町２６－６　隣,,,,,,,神奈川県川崎市幸区紺屋町２６－６　隣,,,,,2025/02/18,,5,0,0,5,5,,,5
4872,P1000327,1140585,Dﾊﾟｰｷﾝｸﾞ,,保土ヶ谷駅前PS第1,ホドガヤエキマエピーエス,TOK8600094,2400023,神奈川県横浜市保土ケ谷区岩井町１５－３,,,,,,,,,,,,,,,神奈川県,横浜市保土ケ谷区,岩井町１５－３,,,,,,,神奈川県横浜市保土ケ谷区岩井町１５－３,,,,,2025/10/16,,4,6,6,16,0,,,0
4874,P1000329,1150014,タイムパーク,,けやき通り,ケヤキドオリ,NIG7800016,950-0916,新潟県新潟市中央区米山2-4-14,,,,,,,,,,,,,,,新潟県,新潟市中央区,米山2-4-14,,,,,,,新潟県新潟市中央区米山2-4-14,,,,,2017/12/22,,18,0,0,18,0,,,0
4875,P1000330,1150015,タイムパーク,,けやき通り第2,ケヤキドオリダイニ,NIG7800017,950-0916,新潟県新潟市中央区米山2-4-3,,,,,,,,,,,,,,,新潟県,新潟市中央区,米山2-4-3,,,,,,,新潟県新潟市中央区米山2-4-3,,,,,2007/12/01,,9,0,0,9,0,,,0
4879,P1000334,1150019,タイムパーク,,笹口,ササグチ,NIG7800021,950-0911,新潟県新潟市中央区笹口2-9-19,,,,,,,,,,,,,,,新潟県,新潟市中央区,笹口2-9-19,,,,,,,新潟県新潟市中央区笹口2-9-19,,,,,2001/05/25,,24,0,0,24,5,,,5
4880,P1000335,1150020,タイムパーク,,笹口第3,ササグチダイサン,NIG7800023,950-0911,新潟県新潟市中央区笹口2-8-1,,,,,,,,,,,,,,,新潟県,新潟市中央区,笹口2-8-1,,,,,,,新潟県新潟市中央区笹口2-8-1,,,,,2018/03/07,,8,0,0,8,0,,,0
4882,P1000337,1150022,その他,,ﾀｷｻﾞﾜｶﾞﾚｰｼﾞ東堀,タキザワガレージ,NIG7900001,951-8116,新潟県新潟市中央区東堀前通9-1383-1,,,,,,,,,,,,,,,新潟県,新潟市中央区,東堀前通9-1383-1,,,,,,,新潟県新潟市中央区東堀前通9-1383-1,,,,,2018/07/01,,160,8,0,168,270,,,270
4885,P1000340,1150025,Dﾊﾟｰｷﾝｸﾞ,,西堀通PS第1,ニシボリドオリピーエスダイイチ,NIG8300002,951-8061,新潟県新潟市中央区西堀通四番町824隣,,,,,,,,,,,,,,,新潟県,新潟市中央区,西堀通四番町824隣,,,,,,,新潟県新潟市中央区西堀通四番町824隣,,,,,2022/11/05,,7,0,0,7,3,,,3
4886,P1000341,1150026,Dﾊﾟｰｷﾝｸﾞ,,新潟第一中学･高校前PS第1,ニイガタダイイチチュウガク・コウコウマエピーエスタ,NIG8400001,951-8141,新潟県新潟市中央区関新2-2-12,,,,,,,,,,,,,,,新潟県,新潟市中央区,関新2-2-12,,,,,,,新潟県新潟市中央区関新2-2-12,,,,,2023/04/20,,40,0,0,40,27,,,27
4887,P1000342,1150027,Dﾊﾟｰｷﾝｸﾞ,,川岸町PS第1,カワギシチョウピーエスダイイチ,NIG8400005,951-8133,新潟県新潟市中央区川岸町2-1,,,,,,,,,,,,,,,新潟県,新潟市中央区,川岸町2-1,,,,,,,新潟県新潟市中央区川岸町2-1,,,,,2024/01/12,,24,0,0,24,0,,,0
4888,P1000343,1150028,Dﾊﾟｰｷﾝｸﾞ,,南浜通1番町PS第1,ミナミハマドオリイチバンチョウピーエスダイイチ,NIG8500003,951-8112,新潟県新潟市中央区南浜通1番町364-27 隣,,,,,,,,,,,,,,,新潟県,新潟市中央区,南浜通1番町364-27 隣,,,,,,,新潟県新潟市中央区南浜通1番町364-27 隣,,,,,2024/09/26,,15,0,0,15,0,,,0
4898,P1000353,1170040,Dﾊﾟｰｷﾝｸﾞ,,大和町PS第1,ヤマトチョウピーエスダイイチ,NAG7800131,923-0952,石川県小松市大和町138番地,,,,,,,,,,,,,,,石川県,小松市,大和町138番地,,,,,,,石川県小松市大和町138番地,,,,,2018/05/11,,6,0,0,6,0,,,0
4899,P1000354,1170041,その他,,Pat金沢駅前駐車場,パットカナザワエキマエチュウシャジョウ,NAG8100035,920-0852,"石川県金沢市此花町320,321,322番（地番）",,,,,,,,,,,,,,,石川県,金沢市,"此花町320,321,322番（地番）",,,,,,,"石川県金沢市此花町320,321,322番（地番）",,,,,2020/11/01,,14,0,0,14,0,,,0
4900,P1000355,1170042,Dﾊﾟｰｷﾝｸﾞ,,香林坊PS第2,コウリンボウピーエスダイニ,NAG8600018,920-0961,石川県金沢市香林坊2丁目10-25隣地,,,,,,,,,,,,,,,石川県,金沢市,香林坊2丁目10-25隣地,,,,,（地番）241番,,石川県金沢市香林坊2丁目10-25隣地,,,,,2025/08/01,,6,0,0,6,0,,,0
4901,P1000359,1220029,Dﾊﾟｰｷﾝｸﾞ,,熱海清水町PS第1,アタミシミズチョウ,HIR8300039,413-0021,静岡県熱海市清水町7-18,,,,,,,,,,,,,,,静岡県,熱海市,清水町7-18,,,,,,,静岡県熱海市清水町7-18,,,,,2023/03/17,,7,0,0,7,0,,,0
4904,P1000362,1220032,タイムパーク,,葵町,アオイマチ,NAG8000019,4200017,静岡県静岡市葵区葵町３０番１（地番）,,,,,,,,,,,,,,,静岡県,静岡市葵区,葵町３０番１（地番）,,,,,,,静岡県静岡市葵区葵町３０番１（地番）,,,,,2019/07/01,,5,0,0,5,0,,,0
4905,P1000363,1220033,タイムパーク,,助信駅前第1,スケノブエキマエダイイチ,NAG8200002,430-0911,静岡県浜松市中区新津町11-3,,,,,,,,,,,,,,,静岡県,浜松市中央区,浜松市中区新津町11-3,,,,,,,静岡県浜松市中区新津町11-3,,,,,2021/05/13,,4,0,0,4,2,,,2
4906,P1000364,1220034,Dﾊﾟｰｷﾝｸﾞ,,高塚駅前PS第2,タカツカエキマエピーエスダイニ,NAG8600024,432-8065,静岡県浜松市中央区高塚町366番1,,,,,,,,,,,,,,,静岡県,浜松市中央区,高塚町366番1,,,,,,,静岡県浜松市中央区高塚町366番1,,,,,2025/11/01,,32,0,0,32,0,,,0
4913,P1000371,1230226,その他,,ｴﾑﾃｯｸ西春ﾊﾟｰｷﾝｸﾞ,エムテックニシハルパーキング,NAG7800013,481-0004,愛知県北名古屋市鹿田栄44-2,,,,,,,,,,,,,,,愛知県,北名古屋市,鹿田栄44-2,,,,,,,愛知県北名古屋市鹿田栄44-2,,,,,2017/02/01,,12,0,0,12,0,,,0
4914,P1000372,1230227,Dﾊﾟｰｷﾝｸﾞ,,千代田3丁目PS第1,チヨダサンチョウメピーエスダイイチ,NAG7800014,460-0012,愛知県名古屋市中区千代田3丁目,,,,,,,,,,,,,,,愛知県,名古屋市中区,千代田3丁目,,,,,,,愛知県名古屋市中区千代田3丁目,,,,,2017/02/01,,6,0,0,6,0,,,0
4915,P1000373,1230228,その他,,ｱｸﾛｽｷｭｰﾌﾞ名古屋付属機械式立体駐車場,アクロスキューブナゴヤフゾクキカイシキリッタイチュウシャジョウ,NAG7800016,451-0046,愛知県名古屋市西区牛島町6番24号,,,,,,,,,,,,,,,愛知県,名古屋市西区,牛島町6番24号,,,,,,,愛知県名古屋市西区牛島町6番24号,,,,,2017/04/01,,0,0,0,0,32,,,32
4917,P1000375,1230230,その他,,ｴﾑﾃｯｸ白羽根町ﾊﾟｰｷﾝｸﾞ,エムテックミズホクシラバネチョウパーキング,NAG7800027,467-0014,愛知県名古屋市瑞穂区白羽根町１丁目38-2,,,,,,,,,,,,,,,愛知県,名古屋市瑞穂区,白羽根町１丁目38-2,,,,,,,愛知県名古屋市瑞穂区白羽根町１丁目38-2,,,,,2017/09/15,,5,0,0,5,0,,,0
4918,P1000376,1230231,その他,,すまいち建中寺東ﾊﾟｰｷﾝｸﾞ,スマイチケンチュウジヒガシパーキング,NAG7800028,461-0003,愛知県名古屋市東区筒井1丁目3-22,,,,,,,,,,,,,,,愛知県,名古屋市東区,筒井1丁目3-22,,,,,,,愛知県名古屋市東区筒井1丁目3-22,,,,,2017/09/15,,3,0,0,3,0,,,0
4919,P1000377,1230232,その他,,すまいち建中寺南2ﾊﾟｰｷﾝｸﾞ,スマイチケンチュウジミナミニパーキング,NAG7800030,461-0003,愛知県名古屋市東区筒井1丁目13,,,,,,,,,,,,,,,愛知県,名古屋市東区,筒井1丁目13,,,,,,,愛知県名古屋市東区筒井1丁目13,,,,,2017/09/15,,6,0,0,6,0,,,0
4920,P1000378,1230233,その他,,すまいち今池南,スマイチイマイケミナミパーキング,NAG7800032,464-0851,愛知県名古屋市千種区今池南7-10,,,,,,,,,,,,,,,愛知県,名古屋市千種区,今池南7-10,,,,,,,愛知県名古屋市千種区今池南7-10,,,,,2017/09/21,,4,0,0,4,3,,,3
4921,P1000379,1230234,その他,,すまいち内山3丁目,スマイチウチヤマサンチョウメパーキング,NAG7800033,464-0075,愛知県名古屋市千種区内山3丁目21-13,,,,,,,,,,,,,,,愛知県,名古屋市千種区,内山3丁目21-13,,,,,,,愛知県名古屋市千種区内山3丁目21-13,,,,,2017/09/21,,4,0,0,4,0,,,0
4922,P1000380,1230235,その他,,すまいち新出来2丁目,スマイチシンデキニチョウメパーキング,NAG7800034,461-0038,愛知県名古屋市東区新出来2丁目180,,,,,,,,,,,,,,,愛知県,名古屋市東区,新出来2丁目180,,,,,,,愛知県名古屋市東区新出来2丁目180,,,,,2017/09/23,,7,0,0,7,0,,,0
4923,P1000381,1230236,その他,,すまいち千代田3丁目ﾊﾟｰｷﾝｸﾞ,スマイチチヨダサンチョウメパーキング,NAG7800035,460-0012,愛知県名古屋市中区千代田3丁目9-19,,,,,,,,,,,,,,,愛知県,名古屋市中区,千代田3丁目9-19,,,,,,,愛知県名古屋市中区千代田3丁目9-19,,,,,2017/09/25,,7,0,0,7,0,,,0
4930,P1000388,1230244,Dﾊﾟｰｷﾝｸﾞ,,則武2丁目PS第1,ノリタケニチョウメピーエスダイイチ,NAG8300024,453-0014,愛知県名古屋市中村区則武2丁目20-12,,,,,,,,,,,,,,,愛知県,名古屋市中村区,則武2丁目20-12,,,,,,,愛知県名古屋市中村区則武2丁目20-12,,,,,2022/09/01,,7,0,0,7,0,,,0
4931,P1000389,1230245,Dﾊﾟｰｷﾝｸﾞ,,太閤3丁目PS第1,タイコウサンチョウメピーエスダイイチ,NAG8300025,453-0801,愛知県名古屋市中村区太閤3丁目4-9,,,,,,,,,,,,,,,愛知県,名古屋市中村区,太閤3丁目4-9,,,,,,,愛知県名古屋市中村区太閤3丁目4-9,,,,,2022/09/01,,5,0,0,5,0,,,0
4932,P1000390,1230246,Dﾊﾟｰｷﾝｸﾞ,,表山1丁目PS第1,オモテヤマイチチョウメピーエスダイイチ,NAG8300033,468-0069,愛知県名古屋市天白区表山1丁目501,,,,,,,,,,,,,,,愛知県,名古屋市天白区,表山1丁目501,,,,,,,愛知県名古屋市天白区表山1丁目501,,,,,2022/10/14,,6,0,0,6,0,,,0
4933,P1000391,1230247,その他,,ｴﾑﾃｯｸ鹿田ﾊﾟｰｷﾝｸﾞ,エムテックシカタパーキング,NAG8300037,481-0004,愛知県北名古屋市鹿田丸やぶ3589,,,,,,,,,,,,,,,愛知県,北名古屋市,鹿田丸やぶ3589,,,,,,,愛知県北名古屋市鹿田丸やぶ3589,,,,,2023/01/13,,4,0,0,4,0,,,0
4936,P1000394,1230250,Dﾊﾟｰｷﾝｸﾞ,,土橋駅前PS第1,ツチハシエキマエピーエスダイイチ,NAG8400016,471-0842,愛知県豊田市土橋町3丁目48街区,,,,,,,,,,,,,,,愛知県,豊田市,土橋町3丁目48街区,,,,,"1-1,1-2,1-3,1-4,1-5,2-3",,愛知県豊田市土橋町3丁目48街区,,,,,2024/03/01,,36,0,0,36,18,,,18
4937,P1000395,1230251,Dﾊﾟｰｷﾝｸﾞ,,桜山町5丁目PS第1,サクラヤマチョウゴチョウメピーエスダイイチ,NAG8500002,466-0044,愛知県名古屋市昭和区桜山町5丁目98-2,,,,,,,,,,,,,,,愛知県,名古屋市昭和区,桜山町5丁目98-2,,,,,,,愛知県名古屋市昭和区桜山町5丁目98-2,,,,,2024/05/17,,4,0,0,4,2,,,2
4939,P1000397,1230253,Dﾊﾟｰｷﾝｸﾞ,,竹橋町PS第2,タケバシチョウピーエスダイニ,NAG8500021,453-0016,"愛知県名古屋市中村区竹橋町601,604,611(地番)",,,,,,,,,,,,,,,愛知県,名古屋市中村区,"竹橋町601,604,611(地番)",,,,,,,"愛知県名古屋市中村区竹橋町601,604,611(地番)",,,,,2024/10/17,,31,0,0,31,0,,,0
4940,P1000398,1230254,Dﾊﾟｰｷﾝｸﾞ,,竹橋町PS第3,タケバシチョウピーエスダイサン,NAG8500025,453-0016,愛知県名古屋市中村区竹橋町8-9,,,,,,,,,,,,,,,愛知県,名古屋市中村区,竹橋町8-9,,,,,"（地番）806-4,806-5,807",,愛知県名古屋市中村区竹橋町8-9,,,,,2024/11/01,,12,0,0,12,9,,,9
4941,P1000399,1230255,Dﾊﾟｰｷﾝｸﾞ,,康生通南PS第1,コウセイドオリミナミピーエスダイイチ,NAG8500026,444-0044,愛知県岡崎市康生通南1丁目16,,,,,,,,,,,,,,,愛知県,岡崎市,康生通南1丁目16,,,,,,,愛知県岡崎市康生通南1丁目16,,,,,2024/11/01,,22,0,0,22,0,,,0
4942,P1000400,1230256,Dﾊﾟｰｷﾝｸﾞ,,八事日赤前PS第1,ヤゴトニッセキマエピーエスダイイチ,NAG8500027,466-0815,愛知県名古屋市昭和区山手通3丁目9-2,,,,,,,,,,,,,,,愛知県,名古屋市昭和区,山手通3丁目9-2,,,,,,,愛知県名古屋市昭和区山手通3丁目9-2,,,,,2024/11/08,,9,0,0,9,0,,,0
4943,P1000401,1230257,Dﾊﾟｰｷﾝｸﾞ,,一社3丁目PS第1,イッシャサンチョウメピーエスダイイチ,NAG8600009,465-0093,愛知県名古屋市名東区一社3丁目148-7隣地,,,,,,,,,,,,,,,愛知県,名古屋市名東区,一社3丁目148-7隣地,,,,,（地番表記）149,,愛知県名古屋市名東区一社3丁目148-7隣地,,,,,2025/06/13,,14,0,0,14,0,,,0
4944,P1000402,1230258,Dﾊﾟｰｷﾝｸﾞ,,竹橋町PS第4,タケバシチョウピーエスダイヨン,NAG8600010,453-0016,愛知県名古屋市中村区竹橋町6-10,,,,,,,,,,,,,,,愛知県,名古屋市中村区,竹橋町6-10,,,,,,,愛知県名古屋市中村区竹橋町6-10,,,,,2025/09/26,,13,0,0,13,0,,,0
4945,P1000403,1240025,その他,,Pat桔梗が丘1番町2街区駐車場,パットキキョウガオカイチバンチョウニガイクチュウシャジョウ,NAG7800128,518-0621,三重県名張市桔梗が丘1番町2街区1番2,,,,,,,,,,,,,,,三重県,名張市,桔梗が丘1番町2街区1番2,,,,,,,三重県名張市桔梗が丘1番町2街区1番2,,,,,2018/04/16,,22,0,0,22,0,,,0
4948,P1000406,1240028,その他,,Pat塩浜駐車場,パットシオハマチュウシャジョウ,NAG8000036,510-0854,三重県四日市市塩浜本町2丁目38(地番）,,,,,,,,,,,,,,,三重県,四日市市,塩浜本町2丁目38(地番）,,,,,,,三重県四日市市塩浜本町2丁目38(地番）,,,,,2019/10/16,,6,0,0,6,0,,,0
4949,P1000407,1240029,Dﾊﾟｰｷﾝｸﾞ,,伊勢神宮内宮前PS第1,イセジングウナイクウマエピーエスダイイチ,NAG8500028,516-0024,三重県伊勢市宇治今在家町142-1,,,,,,,,,,,,,,,三重県,伊勢市,宇治今在家町142-1,,,,,,,三重県伊勢市宇治今在家町142-1,,,,,2024/11/15,,20,0,0,20,0,,,0
4951,P1000409,1260192,タイムパーク,,寺田林ﾉ口,テラダハヤシノクチ,OSK7800367,610-0121,京都府城陽市寺田11,,,,,,,,,,,,,,,京都府,城陽市,寺田11,,,,,,,京都府城陽市寺田11,,,,,2018/06/30,,4,0,0,4,0,,,0
4952,P1000410,1260193,その他,,Pat中京区蛸薬師通新町西入不動町駐車場,パットナカギョウクタコヤクシトオリシンマチニシイルフドウマチ,OSK8100038,604-8215,京都府京都市中京区蛸薬師通新町西入不動町,,,,,,,,,,,,,,,京都府,京都市中京区,蛸薬師通新町西入不動町,,,,,187-1,,京都府京都市中京区蛸薬師通新町西入不動町,,,,,2020/09/15,,3,0,0,3,0,,,0
4953,P1000411,1260194,Dﾊﾟｰｷﾝｸﾞ,,等持院南町PS第1,トウジインミナミマチ,OSK8200104,603-8344,京都府京都市北区等持院南町73-3,,,,,,,,,,,,,,,京都府,京都市北区,等持院南町73-3,,,,,,,京都府京都市北区等持院南町73-3,,,,,2022/04/01,,17,0,0,17,0,,,0
4954,P1000412,1260195,Dﾊﾟｰｷﾝｸﾞ,,八ﾉ坪PS第1,ハチノツボピーエスダイイチ,OSK8300104,621-0807,京都府亀岡市追分町八ノ坪,,,,,,,,,,,,,,,京都府,亀岡市,追分町八ノ坪,,,,,,,京都府亀岡市追分町八ノ坪,,,,,2023/04/10,,20,0,0,20,0,,,0
4967,P1000425,1270732,タイムパーク,,昭和町5丁目第1,ショウワチョウ,OSK7800015,545-0011,大阪府大阪市阿倍野区昭和町5-10,,,,,,,,,,,,,,,大阪府,大阪市阿倍野区,昭和町5-10,,,,,11～16,,大阪府大阪市阿倍野区昭和町5-10,,,,,2004/04/10,,6,0,0,6,0,,,0
4968,P1000426,1270733,タイムパーク,,玉造2丁目第1,タマツクリ,OSK7800016,540-0004,大阪府大阪市中央区玉造2-13-17,,,,,,,,,,,,,,,大阪府,大阪市中央区,玉造2-13-17,,,,,,,大阪府大阪市中央区玉造2-13-17,,,,,2004/07/27,,10,0,0,10,0,,,0
4970,P1000428,1270735,Dﾊﾟｰｷﾝｸﾞ,,阿倍野PS第1(立駐),アベノ,OSK7800018,545-0052,大阪府大阪市阿倍野区阿倍野筋2-1-19,,,,,,,,,,,,,,,大阪府,大阪市阿倍野区,阿倍野筋2-1-19,,,,,,,大阪府大阪市阿倍野区阿倍野筋2-1-19,,,,,2004/12/29,,18,10,0,28,24,,,24
4975,P1000433,1270742,タイムパーク,,城東区永田3丁目第1,ジョウトウクナガタ,OSK7800027,536-0022,大阪府大阪市城東区永田3-14-9,,,,,,,,,,,,,,,大阪府,大阪市城東区,永田3-14-9,,,,,,,大阪府大阪市城東区永田3-14-9,,,,,2007/05/30,,2,0,0,2,0,,,0
4981,P1000439,1270753,Dﾊﾟｰｷﾝｸﾞ,,七道駅前,ナナミチエキマエ,OSK7800040,590-0906,大阪府堺市堺区三宝町2丁134番,,,,,,,,,,,,,,,大阪府,堺市堺区,三宝町2丁134番,,,,,,,大阪府堺市堺区三宝町2丁134番,,,,,2012/09/28,,2,0,0,2,0,,,0
4991,P1000449,1270768,Dﾊﾟｰｷﾝｸﾞ,,正風病院駐輪場PS第1,セイフウビョウインチュウリンジョウ,OSK7800059,591-8021,大阪府堺市北区新金岡町1004-1,,,,,,,,,,,,,,,大阪府,堺市北区,新金岡町1004-1,,,,,,,大阪府堺市北区新金岡町1004-1,,,,,2015/08/03,,0,0,41,41,41,,,41
4993,P1000451,1270770,その他,,Pat八戸ﾉ里第1,パットヤエノサトダイイチ,OSK7800061,578-0947,大阪府東大阪市西岩田3-5-39,,,,,,,,,,,,,,,大阪府,東大阪市,西岩田3-5-39,,,,,,,大阪府東大阪市西岩田3-5-39,,,,,2015/11/19,,5,0,0,5,0,,,0
4994,P1000452,1270771,その他,,Pat八戸ﾉ里第2,パットヤエノサトダイニ,OSK7800062,578-0947,大阪府東大阪市西岩田3-5-39,,,,,,,,,,,,,,,大阪府,東大阪市,西岩田3-5-39,,,,,,,大阪府東大阪市西岩田3-5-39,,,,,2015/11/19,,19,0,0,19,0,,,0
4995,P1000453,1270773,その他,,Pat上ﾉ太子,パットカミノタイシ,OSK7800065,583-0842,大阪府羽曳野市飛鳥843,,,,,,,,,,,,,,,大阪府,羽曳野市,飛鳥843,,,,,844-1,,大阪府羽曳野市飛鳥843,,,,,2016/03/01,,50,0,0,50,14,,,14
4996,P1000454,1270776,その他,,Pat鶴橋4丁目,パットツルハシヨンチョウメ,OSK7800068,544-0031,大阪府大阪市生野区鶴橋4-6,,,,,,,,,,,,,,,大阪府,大阪市生野区,鶴橋4-6,,,,,,,大阪府大阪市生野区鶴橋4-6,,,,,2016/05/16,,4,0,0,4,0,,,0
4998,P1000456,1270778,その他,,Pat新今里4丁目,パットシンイマザトヨンチョウメ,OSK7800070,544-0001,大阪府大阪市生野区新今里4-7-18,,,,,,,,,,,,,,,大阪府,大阪市生野区,新今里4-7-18,,,,,,,大阪府大阪市生野区新今里4-7-18,,,,,2016/08/01,,4,0,0,4,0,,,0
4999,P1000457,1270779,その他,,Pat天王寺町南第1,パットテンノウジチョウダイイチ,OSK7800071,545-0002,大阪府大阪市阿倍野区天王寺町南1-68-1,,,,,,,,,,,,,,,大阪府,大阪市阿倍野区,天王寺町南1-68-1,,,,,,,大阪府大阪市阿倍野区天王寺町南1-68-1,,,,,2016/08/01,,4,0,0,4,0,,,0
5001,P1000459,1270781,その他,,Pat生野区小路東,パットイクノクショウジヒガシ,OSK7800073,544-0002,大阪府大阪市生野区小路東3-2-7,,,,,,,,,,,,,,,大阪府,大阪市生野区,小路東3-2-7,,,,,,,大阪府大阪市生野区小路東3-2-7,,,,,2016/11/15,,11,0,0,11,0,,,0
5002,P1000460,1270782,タイムパーク,,相川2丁目第1,アイカワ,OSK7800074,533-0007,大阪府大阪市東淀川区相川2-23,,,,,,,,,,,,,,,大阪府,大阪市東淀川区,相川2-23,,,,,4-33,,大阪府大阪市東淀川区相川2-23,,,,,2017/03/07,,9,0,0,9,0,,,0
